"0",""
"0","library(tidyverse)"
"0","library(janitor)"
"0",""
"0","set.seed(999)"
"0",""
"0","scent_ratings <- tibble("
"0","  iD = rep(1:10, each = 5),"
"0","  SCENT = rep(c(""New book"", ""Cut grass"", ""Rose oil"", ""Fresh linen"", ""Wet dog""), 10),"
"0","  rating = sample(c(0:5, NA), 50, replace = TRUE),"
"0","  PersonAge = rep(NA, 50)"
"0",")"
"0",""
"0","scent_ratings_cleaned <- scent_ratings %>% janitor::clean_names()"
"0",""
"0","mean_rating <- scent_ratings_cleaned %>% "
"0","  drop_na(rating) %>% "
"0","  group_by(scent) %>% "
"0","  summarise(mean_rating = mean(rating))"
"0",""
"0","mean_rating"
